instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
185,2011-01-08,Spring,2011,Jan,23,No,Sat,Holiday,Clear,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,0.0,22.0,22.0,Afternoon
186,2011-01-09,Spring,2011,Jan,0,No,Sun,Holiday,Clear,4.1000000000000005,3.7900000000000005,42.0,26.0027,1.0,24.0,25.0,Midnight
187,2011-01-09,Spring,2011,Jan,1,No,Sun,Holiday,Clear,4.1000000000000005,3.0300000000000002,42.0,31.0009,0.0,12.0,12.0,Midnight
188,2011-01-09,Spring,2011,Jan,2,No,Sun,Holiday,Clear,4.1000000000000005,3.0300000000000002,46.0,31.0009,0.0,11.0,11.0,Midnight
189,2011-01-09,Spring,2011,Jan,3,No,Sun,Holiday,Clear,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,0.0,4.0,4.0,Midnight
190,2011-01-09,Spring,2011,Jan,4,No,Sun,Holiday,Clear,3.2800000000000002,4.545,53.0,12.998000000000001,0.0,1.0,1.0,Midnight
191,2011-01-09,Spring,2011,Jan,5,No,Sun,Holiday,Clear,3.2800000000000002,4.545,53.0,12.998000000000001,0.0,1.0,1.0,Midnight
192,2011-01-09,Spring,2011,Jan,6,No,Sun,Holiday,Clear,4.1000000000000005,4.545,49.0,19.0012,0.0,1.0,1.0,Morning
193,2011-01-09,Spring,2011,Jan,7,No,Sun,Holiday,Clear,3.2800000000000002,4.545,53.0,12.998000000000001,1.0,5.0,6.0,Morning
194,2011-01-09,Spring,2011,Jan,8,No,Sun,Holiday,Clear,4.1000000000000005,4.545,49.0,19.0012,0.0,10.0,10.0,Morning
195,2011-01-09,Spring,2011,Jan,9,No,Sun,Holiday,Clear,4.92,3.7900000000000005,46.0,31.9925,0.0,19.0,19.0,Morning
196,2011-01-09,Spring,2011,Jan,10,No,Sun,Holiday,Clear,5.74,5.305,43.0,26.0027,0.0,49.0,49.0,Morning
197,2011-01-09,Spring,2011,Jan,11,No,Sun,Holiday,Clear,6.5600000000000005,6.0600000000000005,40.0,31.9925,2.0,47.0,49.0,Morning
198,2011-01-09,Spring,2011,Jan,12,No,Sun,Holiday,Clear,7.38,6.819999999999999,37.0,30.002599999999997,4.0,79.0,83.0,Noon
199,2011-01-09,Spring,2011,Jan,13,No,Sun,Holiday,Clear,8.200000000000001,8.334999999999999,34.0,30.002599999999997,6.0,69.0,75.0,Noon
200,2011-01-09,Spring,2011,Jan,14,No,Sun,Holiday,Clear,9.02,9.09,32.0,31.0009,8.0,64.0,72.0,Noon
201,2011-01-09,Spring,2011,Jan,15,No,Sun,Holiday,Clear,9.02,9.85,35.0,23.9994,5.0,77.0,82.0,Noon
202,2011-01-09,Spring,2011,Jan,16,No,Sun,Holiday,Clear,8.200000000000001,8.334999999999999,34.0,30.002599999999997,13.0,79.0,92.0,Noon
203,2011-01-09,Spring,2011,Jan,17,No,Sun,Holiday,Clear,7.38,7.575,37.0,26.0027,3.0,59.0,62.0,Noon
204,2011-01-09,Spring,2011,Jan,18,No,Sun,Holiday,Clear,6.5600000000000005,6.819999999999999,40.0,22.0028,4.0,44.0,48.0,Afternoon
205,2011-01-09,Spring,2011,Jan,19,No,Sun,Holiday,Clear,6.5600000000000005,6.819999999999999,43.0,22.0028,1.0,40.0,41.0,Afternoon
206,2011-01-09,Spring,2011,Jan,20,No,Sun,Holiday,Clear,5.74,6.0600000000000005,46.0,16.997899999999998,0.0,38.0,38.0,Afternoon
207,2011-01-09,Spring,2011,Jan,21,No,Sun,Holiday,Clear,5.74,5.305,46.0,27.999299999999998,1.0,19.0,20.0,Afternoon
208,2011-01-09,Spring,2011,Jan,22,No,Sun,Holiday,Clear,5.74,6.0600000000000005,46.0,19.999499999999998,5.0,10.0,15.0,Afternoon
209,2011-01-09,Spring,2011,Jan,23,No,Sun,Holiday,Clear,4.92,6.819999999999999,50.0,12.998000000000001,0.0,6.0,6.0,Afternoon
210,2011-01-10,Spring,2011,Jan,0,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,19.0012,2.0,3.0,5.0,Midnight
211,2011-01-10,Spring,2011,Jan,1,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,19.0012,1.0,0.0,1.0,Midnight
212,2011-01-10,Spring,2011,Jan,2,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,0.0,3.0,3.0,Midnight
213,2011-01-10,Spring,2011,Jan,3,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,0.0,1.0,1.0,Midnight
214,2011-01-10,Spring,2011,Jan,4,No,Mon,Working Day,Clear,4.1000000000000005,6.0600000000000005,54.0,8.9981,1.0,2.0,3.0,Midnight
215,2011-01-10,Spring,2011,Jan,5,No,Mon,Working Day,Clear,4.1000000000000005,5.305,54.0,16.997899999999998,0.0,3.0,3.0,Midnight
216,2011-01-10,Spring,2011,Jan,6,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,19.0012,0.0,31.0,31.0,Morning
217,2011-01-10,Spring,2011,Jan,7,No,Mon,Working Day,Clear,4.92,6.0600000000000005,50.0,15.001299999999999,2.0,75.0,77.0,Morning
218,2011-01-10,Spring,2011,Jan,8,No,Mon,Working Day,Mist,4.92,6.0600000000000005,50.0,19.0012,4.0,184.0,188.0,Morning
219,2011-01-10,Spring,2011,Jan,9,No,Mon,Working Day,Mist,5.74,6.0600000000000005,50.0,16.997899999999998,2.0,92.0,94.0,Morning
220,2011-01-10,Spring,2011,Jan,10,No,Mon,Working Day,Mist,5.74,6.0600000000000005,50.0,19.999499999999998,0.0,31.0,31.0,Morning
221,2011-01-10,Spring,2011,Jan,11,No,Mon,Working Day,Mist,6.5600000000000005,6.819999999999999,47.0,19.0012,2.0,28.0,30.0,Morning
222,2011-01-10,Spring,2011,Jan,12,No,Mon,Working Day,Mist,8.200000000000001,9.09,40.0,19.0012,5.0,47.0,52.0,Noon
223,2011-01-10,Spring,2011,Jan,13,No,Mon,Working Day,Mist,8.200000000000001,9.09,40.0,19.0012,4.0,50.0,54.0,Noon
224,2011-01-10,Spring,2011,Jan,14,No,Mon,Working Day,Mist,8.200000000000001,9.85,40.0,15.001299999999999,0.0,47.0,47.0,Noon
225,2011-01-10,Spring,2011,Jan,15,No,Mon,Working Day,Mist,8.200000000000001,9.85,40.0,15.001299999999999,2.0,43.0,45.0,Noon
226,2011-01-10,Spring,2011,Jan,16,No,Mon,Working Day,Clear,8.200000000000001,10.605,40.0,8.9981,4.0,70.0,74.0,Noon
227,2011-01-10,Spring,2011,Jan,17,No,Mon,Working Day,Clear,8.200000000000001,11.365,40.0,7.0015,4.0,174.0,178.0,Noon
228,2011-01-10,Spring,2011,Jan,18,No,Mon,Working Day,Clear,8.200000000000001,9.85,40.0,15.001299999999999,1.0,154.0,155.0,Afternoon
229,2011-01-10,Spring,2011,Jan,19,No,Mon,Working Day,Clear,6.5600000000000005,8.334999999999999,47.0,11.0014,3.0,92.0,95.0,Afternoon
230,2011-01-10,Spring,2011,Jan,20,No,Mon,Working Day,Clear,6.5600000000000005,8.334999999999999,50.0,11.0014,1.0,73.0,74.0,Afternoon
231,2011-01-10,Spring,2011,Jan,21,No,Mon,Working Day,Clear,5.74,6.819999999999999,59.0,12.998000000000001,1.0,37.0,38.0,Afternoon
232,2011-01-10,Spring,2011,Jan,22,No,Mon,Working Day,Clear,5.74,7.575,59.0,11.0014,2.0,22.0,24.0,Afternoon
233,2011-01-10,Spring,2011,Jan,23,No,Mon,Working Day,Clear,5.74,7.575,59.0,11.0014,0.0,18.0,18.0,Afternoon
234,2011-01-11,Spring,2011,Jan,0,No,Tue,Working Day,Clear,5.74,8.334999999999999,59.0,7.0015,2.0,10.0,12.0,Midnight
235,2011-01-11,Spring,2011,Jan,1,No,Tue,Working Day,Clear,5.74,7.575,59.0,11.0014,0.0,3.0,3.0,Midnight
236,2011-01-11,Spring,2011,Jan,2,No,Tue,Working Day,Mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0.0,3.0,3.0,Midnight
237,2011-01-11,Spring,2011,Jan,5,No,Tue,Working Day,Mist,6.5600000000000005,9.09,55.00000000000001,8.9981,0.0,6.0,6.0,Midnight
238,2011-01-11,Spring,2011,Jan,6,No,Tue,Working Day,Mist,6.5600000000000005,9.09,55.00000000000001,8.9981,0.0,27.0,27.0,Morning
239,2011-01-11,Spring,2011,Jan,7,No,Tue,Working Day,Mist,6.5600000000000005,11.365,55.00000000000001,0.0,2.0,97.0,99.0,Morning
240,2011-01-11,Spring,2011,Jan,8,No,Tue,Working Day,Mist,7.38,10.605,51.0,6.0032,3.0,214.0,217.0,Morning
241,2011-01-11,Spring,2011,Jan,9,No,Tue,Working Day,Mist,7.38,9.85,51.0,11.0014,3.0,127.0,130.0,Morning
242,2011-01-11,Spring,2011,Jan,10,No,Tue,Working Day,Mist,8.200000000000001,10.605,51.0,11.0014,3.0,51.0,54.0,Morning
243,2011-01-11,Spring,2011,Jan,11,No,Tue,Working Day,Mist,8.200000000000001,10.605,47.0,8.9981,4.0,31.0,35.0,Morning
244,2011-01-11,Spring,2011,Jan,12,No,Tue,Working Day,Mist,8.200000000000001,11.365,51.0,7.0015,2.0,55.0,57.0,Noon
245,2011-01-11,Spring,2011,Jan,13,No,Tue,Working Day,Mist,8.200000000000001,11.365,59.0,6.0032,6.0,46.0,52.0,Noon
246,2011-01-11,Spring,2011,Jan,14,No,Tue,Working Day,Mist,8.200000000000001,11.365,59.0,6.0032,3.0,60.0,63.0,Noon
247,2011-01-11,Spring,2011,Jan,15,No,Tue,Working Day,Mist,6.5600000000000005,9.85,80.0,6.0032,2.0,45.0,47.0,Noon
248,2011-01-11,Spring,2011,Jan,16,No,Tue,Working Day,Mist,6.5600000000000005,7.575,86.0,15.001299999999999,4.0,72.0,76.0,Noon
249,2011-01-11,Spring,2011,Jan,17,No,Tue,Working Day,Mist,6.5600000000000005,7.575,86.0,15.001299999999999,6.0,130.0,136.0,Noon
250,2011-01-11,Spring,2011,Jan,18,No,Tue,Working Day,Light rain/snow,6.5600000000000005,9.09,93.0,7.0015,1.0,94.0,95.0,Afternoon
251,2011-01-11,Spring,2011,Jan,19,No,Tue,Working Day,Light rain/snow,6.5600000000000005,11.365,93.0,0.0,0.0,51.0,51.0,Afternoon
252,2011-01-11,Spring,2011,Jan,20,No,Tue,Working Day,Light rain/snow,6.5600000000000005,7.575,93.0,12.998000000000001,0.0,32.0,32.0,Afternoon
253,2011-01-11,Spring,2011,Jan,21,No,Tue,Working Day,Light rain/snow,6.5600000000000005,9.85,86.0,6.0032,0.0,20.0,20.0,Afternoon
254,2011-01-11,Spring,2011,Jan,22,No,Tue,Working Day,Light rain/snow,6.5600000000000005,9.09,93.0,7.0015,1.0,28.0,29.0,Afternoon
255,2011-01-11,Spring,2011,Jan,23,No,Tue,Working Day,Light rain/snow,6.5600000000000005,9.85,93.0,6.0032,1.0,18.0,19.0,Afternoon
256,2011-01-12,Spring,2011,Jan,0,No,Wed,Working Day,Mist,6.5600000000000005,9.85,86.0,6.0032,0.0,7.0,7.0,Midnight
257,2011-01-12,Spring,2011,Jan,1,No,Wed,Working Day,Mist,6.5600000000000005,9.09,86.0,7.0015,0.0,6.0,6.0,Midnight
258,2011-01-12,Spring,2011,Jan,2,No,Wed,Working Day,Clear,5.74,7.575,86.0,8.9981,0.0,1.0,1.0,Midnight
259,2011-01-12,Spring,2011,Jan,5,No,Wed,Working Day,Clear,5.74,7.575,86.0,11.0014,0.0,5.0,5.0,Midnight
260,2011-01-12,Spring,2011,Jan,6,No,Wed,Working Day,Clear,4.92,7.575,93.0,8.9981,0.0,16.0,16.0,Morning
261,2011-01-12,Spring,2011,Jan,7,No,Wed,Working Day,Clear,5.74,7.575,69.0,8.9981,0.0,54.0,54.0,Morning
262,2011-01-12,Spring,2011,Jan,8,No,Wed,Working Day,Clear,6.5600000000000005,8.334999999999999,59.0,11.0014,3.0,125.0,128.0,Morning
263,2011-01-12,Spring,2011,Jan,9,No,Wed,Working Day,Clear,6.5600000000000005,6.819999999999999,59.0,22.0028,3.0,78.0,81.0,Morning
264,2011-01-12,Spring,2011,Jan,10,No,Wed,Working Day,Clear,7.38,9.09,55.00000000000001,15.001299999999999,0.0,39.0,39.0,Morning
265,2011-01-12,Spring,2011,Jan,11,No,Wed,Working Day,Clear,8.200000000000001,9.09,51.0,26.0027,3.0,32.0,35.0,Morning
266,2011-01-12,Spring,2011,Jan,12,No,Wed,Working Day,Clear,8.200000000000001,7.575,47.0,31.9925,3.0,52.0,55.0,Noon
267,2011-01-12,Spring,2011,Jan,13,No,Wed,Working Day,Clear,9.02,9.85,44.0,23.9994,0.0,49.0,49.0,Noon
268,2011-01-12,Spring,2011,Jan,14,No,Wed,Working Day,Clear,8.200000000000001,9.09,47.0,22.0028,0.0,44.0,44.0,Noon
269,2011-01-12,Spring,2011,Jan,15,No,Wed,Working Day,Clear,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1.0,48.0,49.0,Noon
270,2011-01-12,Spring,2011,Jan,16,No,Wed,Working Day,Clear,9.02,9.85,44.0,22.0028,5.0,63.0,68.0,Noon
271,2011-01-12,Spring,2011,Jan,17,No,Wed,Working Day,Clear,8.200000000000001,9.09,47.0,23.9994,0.0,139.0,139.0,Noon
272,2011-01-12,Spring,2011,Jan,18,No,Wed,Working Day,Clear,8.200000000000001,7.575,47.0,31.9925,2.0,135.0,137.0,Afternoon
273,2011-01-12,Spring,2011,Jan,19,No,Wed,Working Day,Clear,7.38,7.575,47.0,27.999299999999998,1.0,82.0,83.0,Afternoon
274,2011-01-12,Spring,2011,Jan,20,No,Wed,Working Day,Clear,6.5600000000000005,6.819999999999999,50.0,22.0028,2.0,54.0,56.0,Afternoon
275,2011-01-12,Spring,2011,Jan,21,No,Wed,Working Day,Clear,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0.0,57.0,57.0,Afternoon
276,2011-01-12,Spring,2011,Jan,22,No,Wed,Working Day,Clear,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1.0,32.0,33.0,Afternoon
277,2011-01-12,Spring,2011,Jan,23,No,Wed,Working Day,Clear,5.74,5.305,59.0,27.999299999999998,1.0,19.0,20.0,Afternoon
278,2011-01-13,Spring,2011,Jan,0,No,Thu,Working Day,Clear,5.74,6.0600000000000005,59.0,19.0012,1.0,6.0,7.0,Midnight
279,2011-01-13,Spring,2011,Jan,1,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,19.0012,0.0,2.0,2.0,Midnight
280,2011-01-13,Spring,2011,Jan,2,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,23.9994,0.0,2.0,2.0,Midnight
281,2011-01-13,Spring,2011,Jan,3,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,22.0028,0.0,3.0,3.0,Midnight
282,2011-01-13,Spring,2011,Jan,4,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,16.997899999999998,0.0,4.0,4.0,Midnight
283,2011-01-13,Spring,2011,Jan,5,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,19.999499999999998,0.0,3.0,3.0,Midnight
284,2011-01-13,Spring,2011,Jan,6,No,Thu,Working Day,Clear,4.92,7.575,54.0,8.9981,0.0,28.0,28.0,Morning
285,2011-01-13,Spring,2011,Jan,7,No,Thu,Working Day,Clear,4.92,7.575,54.0,8.9981,0.0,72.0,72.0,Morning
286,2011-01-13,Spring,2011,Jan,8,No,Thu,Working Day,Clear,5.74,6.819999999999999,50.0,12.998000000000001,5.0,197.0,202.0,Morning
287,2011-01-13,Spring,2011,Jan,9,No,Thu,Working Day,Clear,5.74,6.0600000000000005,50.0,22.0028,2.0,137.0,139.0,Morning
288,2011-01-13,Spring,2011,Jan,10,No,Thu,Working Day,Mist,6.5600000000000005,6.819999999999999,50.0,23.9994,2.0,36.0,38.0,Morning
289,2011-01-13,Spring,2011,Jan,11,No,Thu,Working Day,Mist,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4.0,33.0,37.0,Morning
290,2011-01-13,Spring,2011,Jan,12,No,Thu,Working Day,Clear,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3.0,49.0,52.0,Noon
291,2011-01-13,Spring,2011,Jan,13,No,Thu,Working Day,Clear,9.02,9.85,41.0,30.002599999999997,2.0,81.0,83.0,Noon
292,2011-01-13,Spring,2011,Jan,14,No,Thu,Working Day,Clear,9.02,9.85,41.0,26.0027,3.0,39.0,42.0,Noon
293,2011-01-13,Spring,2011,Jan,15,No,Thu,Working Day,Clear,9.84,10.605,38.0,19.999499999999998,5.0,55.0,60.0,Noon
294,2011-01-13,Spring,2011,Jan,16,No,Thu,Working Day,Clear,9.84,10.605,38.0,23.9994,2.0,76.0,78.0,Noon
295,2011-01-13,Spring,2011,Jan,17,No,Thu,Working Day,Clear,8.200000000000001,9.09,40.0,19.0012,4.0,158.0,162.0,Noon
296,2011-01-13,Spring,2011,Jan,18,No,Thu,Working Day,Clear,8.200000000000001,9.09,40.0,22.0028,3.0,141.0,144.0,Afternoon
297,2011-01-13,Spring,2011,Jan,19,No,Thu,Working Day,Clear,6.5600000000000005,7.575,47.0,16.997899999999998,1.0,98.0,99.0,Afternoon
298,2011-01-13,Spring,2011,Jan,20,No,Thu,Working Day,Clear,6.5600000000000005,7.575,47.0,15.001299999999999,0.0,64.0,64.0,Afternoon
299,2011-01-13,Spring,2011,Jan,21,No,Thu,Working Day,Clear,5.74,6.0600000000000005,46.0,19.999499999999998,0.0,40.0,40.0,Afternoon
300,2011-01-13,Spring,2011,Jan,22,No,Thu,Working Day,Clear,5.74,6.0600000000000005,46.0,22.0028,0.0,30.0,30.0,Afternoon
301,2011-01-13,Spring,2011,Jan,23,No,Thu,Working Day,Clear,4.92,6.819999999999999,50.0,12.998000000000001,1.0,14.0,15.0,Afternoon
302,2011-01-14,Spring,2011,Jan,0,No,Fri,Working Day,Clear,4.92,6.819999999999999,50.0,12.998000000000001,0.0,14.0,14.0,Midnight
303,2011-01-14,Spring,2011,Jan,1,No,Fri,Working Day,Clear,4.1000000000000005,6.0600000000000005,54.0,11.0014,0.0,5.0,5.0,Midnight
304,2011-01-14,Spring,2011,Jan,2,No,Fri,Working Day,Clear,4.1000000000000005,6.0600000000000005,54.0,8.9981,0.0,1.0,1.0,Midnight
305,2011-01-14,Spring,2011,Jan,3,No,Fri,Working Day,Clear,4.1000000000000005,6.819999999999999,54.0,7.0015,0.0,1.0,1.0,Midnight
306,2011-01-14,Spring,2011,Jan,5,No,Fri,Working Day,Clear,4.1000000000000005,6.819999999999999,54.0,6.0032,0.0,8.0,8.0,Midnight
307,2011-01-14,Spring,2011,Jan,6,No,Fri,Working Day,Clear,4.1000000000000005,9.09,54.0,0.0,0.0,17.0,17.0,Morning
308,2011-01-14,Spring,2011,Jan,7,No,Fri,Working Day,Clear,4.1000000000000005,6.0600000000000005,74.0,11.0014,0.0,70.0,70.0,Morning
309,2011-01-14,Spring,2011,Jan,8,No,Fri,Working Day,Clear,4.92,8.334999999999999,68.0,0.0,2.0,156.0,158.0,Morning
310,2011-01-14,Spring,2011,Jan,9,No,Fri,Working Day,Clear,5.74,7.575,69.0,8.9981,0.0,117.0,117.0,Morning
311,2011-01-14,Spring,2011,Jan,10,No,Fri,Working Day,Clear,7.38,9.09,55.00000000000001,12.998000000000001,4.0,40.0,44.0,Morning
312,2011-01-14,Spring,2011,Jan,11,No,Fri,Working Day,Clear,7.38,8.334999999999999,51.0,19.0012,6.0,47.0,53.0,Morning
313,2011-01-14,Spring,2011,Jan,12,No,Fri,Working Day,Clear,8.200000000000001,9.85,44.0,16.997899999999998,2.0,59.0,61.0,Noon
314,2011-01-14,Spring,2011,Jan,13,No,Fri,Working Day,Clear,9.02,9.85,37.0,26.0027,4.0,73.0,77.0,Noon
315,2011-01-14,Spring,2011,Jan,14,No,Fri,Working Day,Clear,9.02,10.605,41.0,19.0012,5.0,59.0,64.0,Noon
316,2011-01-14,Spring,2011,Jan,15,No,Fri,Working Day,Clear,9.84,12.120000000000001,38.0,11.0014,9.0,59.0,68.0,Noon
317,2011-01-14,Spring,2011,Jan,16,No,Fri,Working Day,Clear,9.02,12.120000000000001,41.0,7.0015,3.0,87.0,90.0,Noon
318,2011-01-14,Spring,2011,Jan,17,No,Fri,Working Day,Clear,9.02,11.365,41.0,11.0014,4.0,155.0,159.0,Noon
319,2011-01-14,Spring,2011,Jan,18,No,Fri,Working Day,Clear,8.200000000000001,12.879999999999999,47.0,0.0,5.0,134.0,139.0,Afternoon
320,2011-01-14,Spring,2011,Jan,19,No,Fri,Working Day,Clear,6.5600000000000005,9.85,59.0,6.0032,3.0,89.0,92.0,Afternoon
321,2011-01-14,Spring,2011,Jan,20,No,Fri,Working Day,Clear,7.38,12.120000000000001,59.0,0.0,0.0,68.0,68.0,Afternoon
322,2011-01-14,Spring,2011,Jan,21,No,Fri,Working Day,Clear,6.5600000000000005,11.365,69.0,0.0,4.0,48.0,52.0,Afternoon
323,2011-01-14,Spring,2011,Jan,22,No,Fri,Working Day,Mist,6.5600000000000005,11.365,69.0,0.0,2.0,34.0,36.0,Afternoon
324,2011-01-14,Spring,2011,Jan,23,No,Fri,Working Day,Mist,7.38,12.120000000000001,55.00000000000001,0.0,1.0,26.0,27.0,Afternoon
325,2011-01-15,Spring,2011,Jan,0,No,Sat,Holiday,Clear,7.38,12.120000000000001,55.00000000000001,0.0,3.0,25.0,28.0,Midnight
326,2011-01-15,Spring,2011,Jan,1,No,Sat,Holiday,Mist,6.5600000000000005,9.85,59.0,6.0032,2.0,18.0,20.0,Midnight
327,2011-01-15,Spring,2011,Jan,2,No,Sat,Holiday,Mist,6.5600000000000005,9.85,59.0,6.0032,0.0,12.0,12.0,Midnight
328,2011-01-15,Spring,2011,Jan,3,No,Sat,Holiday,Mist,6.5600000000000005,11.365,59.0,0.0,1.0,7.0,8.0,Midnight
329,2011-01-15,Spring,2011,Jan,4,No,Sat,Holiday,Mist,6.5600000000000005,11.365,59.0,0.0,0.0,5.0,5.0,Midnight
330,2011-01-15,Spring,2011,Jan,5,No,Sat,Holiday,Clear,6.5600000000000005,11.365,59.0,0.0,0.0,1.0,1.0,Midnight
331,2011-01-15,Spring,2011,Jan,6,No,Sat,Holiday,Clear,5.74,8.334999999999999,63.0,7.0015,1.0,2.0,3.0,Morning
332,2011-01-15,Spring,2011,Jan,7,No,Sat,Holiday,Clear,5.74,10.605,63.0,0.0,1.0,9.0,10.0,Morning
333,2011-01-15,Spring,2011,Jan,8,No,Sat,Holiday,Clear,5.74,7.575,63.0,8.9981,1.0,22.0,23.0,Morning
334,2011-01-15,Spring,2011,Jan,9,No,Sat,Holiday,Clear,6.5600000000000005,9.09,64.0,8.9981,2.0,31.0,33.0,Morning
335,2011-01-15,Spring,2011,Jan,10,No,Sat,Holiday,Clear,7.38,9.85,59.0,11.0014,2.0,57.0,59.0,Morning
336,2011-01-15,Spring,2011,Jan,11,No,Sat,Holiday,Clear,8.200000000000001,9.85,55.00000000000001,15.001299999999999,18.0,54.0,72.0,Morning
337,2011-01-15,Spring,2011,Jan,12,No,Sat,Holiday,Clear,9.84,11.365,48.0,15.001299999999999,15.0,74.0,89.0,Noon
338,2011-01-15,Spring,2011,Jan,13,No,Sat,Holiday,Clear,11.48,12.879999999999999,38.0,19.999499999999998,21.0,80.0,101.0,Noon
339,2011-01-15,Spring,2011,Jan,14,No,Sat,Holiday,Clear,12.299999999999999,14.395,39.0,19.0012,26.0,92.0,118.0,Noon
340,2011-01-15,Spring,2011,Jan,15,No,Sat,Holiday,Mist,13.120000000000001,15.909999999999998,36.0,12.998000000000001,21.0,108.0,129.0,Noon
341,2011-01-15,Spring,2011,Jan,16,No,Sat,Holiday,Mist,13.940000000000001,16.665,34.0,12.998000000000001,33.0,95.0,128.0,Noon
342,2011-01-15,Spring,2011,Jan,17,No,Sat,Holiday,Mist,13.120000000000001,15.15,36.0,19.0012,29.0,54.0,83.0,Noon
343,2011-01-15,Spring,2011,Jan,18,No,Sat,Holiday,Mist,12.299999999999999,14.395,45.0,16.997899999999998,15.0,69.0,84.0,Afternoon
344,2011-01-15,Spring,2011,Jan,19,No,Sat,Holiday,Mist,13.120000000000001,15.15,39.0,16.997899999999998,14.0,60.0,74.0,Afternoon
345,2011-01-15,Spring,2011,Jan,20,No,Sat,Holiday,Mist,13.120000000000001,15.15,39.0,16.997899999999998,6.0,35.0,41.0,Afternoon
346,2011-01-15,Spring,2011,Jan,21,No,Sat,Holiday,Mist,13.120000000000001,15.15,39.0,15.001299999999999,6.0,51.0,57.0,Afternoon
347,2011-01-15,Spring,2011,Jan,22,No,Sat,Holiday,Mist,12.299999999999999,15.909999999999998,42.0,7.0015,0.0,26.0,26.0,Afternoon
348,2011-01-15,Spring,2011,Jan,23,No,Sat,Holiday,Clear,12.299999999999999,14.395,45.0,19.0012,5.0,39.0,44.0,Afternoon
349,2011-01-16,Spring,2011,Jan,0,No,Sun,Holiday,Clear,10.66,15.15,56.00000000000001,0.0,6.0,33.0,39.0,Midnight
350,2011-01-16,Spring,2011,Jan,1,No,Sun,Holiday,Clear,10.66,13.635,56.00000000000001,8.9981,4.0,19.0,23.0,Midnight
351,2011-01-16,Spring,2011,Jan,2,No,Sun,Holiday,Clear,10.66,14.395,56.00000000000001,6.0032,3.0,13.0,16.0,Midnight
352,2011-01-16,Spring,2011,Jan,3,No,Sun,Holiday,Clear,9.02,13.635,69.0,0.0,9.0,6.0,15.0,Midnight
353,2011-01-16,Spring,2011,Jan,4,No,Sun,Holiday,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,0.0,1.0,1.0,Midnight
354,2011-01-16,Spring,2011,Jan,5,No,Sun,Holiday,Mist,10.66,12.879999999999999,56.00000000000001,11.0014,1.0,1.0,2.0,Midnight
355,2011-01-16,Spring,2011,Jan,6,No,Sun,Holiday,Mist,10.66,12.879999999999999,56.00000000000001,11.0014,0.0,1.0,1.0,Morning
356,2011-01-16,Spring,2011,Jan,7,No,Sun,Holiday,Mist,9.84,10.605,56.00000000000001,19.999499999999998,0.0,3.0,3.0,Morning
357,2011-01-16,Spring,2011,Jan,8,No,Sun,Holiday,Clear,9.02,10.605,55.00000000000001,19.0012,0.0,18.0,18.0,Morning
358,2011-01-16,Spring,2011,Jan,9,No,Sun,Holiday,Clear,9.02,10.605,51.0,16.997899999999998,3.0,29.0,32.0,Morning
359,2011-01-16,Spring,2011,Jan,10,No,Sun,Holiday,Clear,9.02,10.605,51.0,19.0012,8.0,71.0,79.0,Morning
360,2011-01-16,Spring,2011,Jan,11,No,Sun,Holiday,Clear,9.84,11.365,44.0,16.997899999999998,23.0,70.0,93.0,Morning
361,2011-01-16,Spring,2011,Jan,12,No,Sun,Holiday,Clear,9.84,10.605,41.0,19.0012,29.0,75.0,104.0,Noon
362,2011-01-16,Spring,2011,Jan,13,No,Sun,Holiday,Clear,10.66,11.365,35.0,19.999499999999998,23.0,95.0,118.0,Noon
363,2011-01-16,Spring,2011,Jan,14,No,Sun,Holiday,Clear,11.48,13.635,36.0,16.997899999999998,22.0,69.0,91.0,Noon
364,2011-01-16,Spring,2011,Jan,15,No,Sun,Holiday,Clear,10.66,12.120000000000001,38.0,16.997899999999998,35.0,78.0,113.0,Noon
365,2011-01-16,Spring,2011,Jan,16,No,Sun,Holiday,Clear,9.84,11.365,38.0,15.001299999999999,22.0,77.0,99.0,Noon
366,2011-01-16,Spring,2011,Jan,17,No,Sun,Holiday,Clear,9.02,10.605,37.0,16.997899999999998,23.0,82.0,105.0,Noon
